title,link,organization,rating,skills,difficulty,duration
Introduction to iOS Mobile Application Development,https://www.coursera.org/learn/introduction-to-ios-mobile-application-development,Meta,4.6,"iOS Development, Apple iOS, Apple Xcode, Mobile Development, Swift Programming, Mobile Development Tools, Objective-C (Programming Language), User Interface (UI), Application Development, UI Components, Integrated Development Environments, Development Environment, Storyboarding",Beginner,1 - 4 Weeks
"Flutter and Dart: Developing iOS, Android, and Mobile Apps",https://www.coursera.org/learn/flutter-and-dart-developing-ios-android-mobile-apps,IBM,4.5,"Flutter (Software), Mobile Development, iOS Development, Apple iOS, User Interface (UI), Android Development, User Interface and User Experience (UI/UX) Design, Application Development, Cross Platform Development, Application Programming Interface (API), Software Development Tools, Development Environment, Debugging, Software Development, JSON",Beginner,1 - 3 Months
Swift 5 iOS Application Developer,https://www.coursera.org/specializations/swift-5-ios-app-developer,LearnQuest,4.4,"Model View Controller, Apple iOS, JSON, Swift Programming, Apple Xcode, iOS Development, Responsive Web Design, Data Structures, Object Oriented Programming (OOP), Unit Testing, Programming Principles, Transaction Processing, Mobile Development, User Interface (UI), Application Development, UI Components, Application Programming Interface (API), Software As A Service, Data Storage, Data Modeling",Beginner,3 - 6 Months
iOS App Development with Swift,https://www.coursera.org/specializations/app-development,University of Toronto,3.9,"Apple iOS, iOS Development, Swift Programming, Model View Controller, Apple Xcode, User Interface (UI), User Interface (UI) Design, Mobile Development, Application Development, Objective-C (Programming Language), UI Components, Animations, Object Oriented Programming (OOP), Application Frameworks, Interaction Design, Programming Principles, Integrated Development Environments, Computer Graphics, Image Analysis, Persistence",Intermediate,3 - 6 Months
Advanced Programming in Swift,https://www.coursera.org/learn/advanced-programming-in-swift,Meta,4.7,"Swift Programming, Apple iOS, Unit Testing, Apple Xcode, Development Testing, Software Testing, Object Oriented Programming (OOP), Data Structures, Software Design Patterns, Application Development, Software Design, Data Management, Debugging, Functional Design",Intermediate,1 - 4 Weeks
Advanced iOS Development,https://www.coursera.org/learn/advanced-ios-development,Meta,,,Beginner,
Programming Fundamentals in Swift,https://www.coursera.org/learn/programming-fundamentals-swift,Meta,4.7,"Swift Programming, Apple Xcode, iOS Development, Apple iOS, Data Structures, Programming Principles, Application Development, Object Oriented Programming (OOP), Computer Programming, Web Development",Beginner,1 - 3 Months
End-to-End iOS Development Mastery,https://www.coursera.org/specializations/ene-to-end-ios-development-mastery,Board Infinity,,"Apple iOS, Swift Programming, Apple Xcode, Secure Coding, iOS Development, Mobile Development, Core Data (Software), Application Deployment, User Interface (UI), Scalability, Performance Tuning, Debugging, Application Programming Interface (API), Model View Controller, API Design, JSON, Application Development, Application Security, Data Management, Data Storage",Beginner,1 - 3 Months
Cisco CCNA 200-301: The Complete Guide to Getting Certified,https://www.coursera.org/specializations/packt-cisco-ccna-200-301-the-complete-guide-to-getting-certified,Packt,4.8,"Open Shortest Path First (OSPF), Virtual Local Area Network (VLAN), OSI Models, Wide Area Networks, Network Troubleshooting, TCP/IP, Wireless Networks, Cloud Computing, Network Routing, Routing Protocols, Network Security, Network Monitoring, Event Monitoring, Threat Detection, Threat Management, Network Performance Management, Network Switches, Network Planning And Design, Network Administration, Network Protocols",Beginner,3 - 6 Months
iOS App Development Basics,https://www.coursera.org/learn/ios-app-development-basics,University of Toronto,4.2,"Model View Controller, Apple iOS, Apple Xcode, Swift Programming, User Interface (UI), User Interface (UI) Design, Mobile Development, UI Components, Application Frameworks, Computer Programming",Mixed,1 - 3 Months
Desarrollador de Meta de IOS,https://www.coursera.org/professional-certificates/meta-ios-developer-es,Meta,4.6,"React Native, User Research, UI/UX Research, Persona (User Experience), Apple iOS, Restful API, Core Data (Software), Design Research, Version Control, Swift Programming, User Experience Design, Unix Commands, User Interface (UI), User Interface and User Experience (UI/UX) Design, Interaction Design, Git (Version Control System), Apple Xcode, Algorithms, Jest (JavaScript Testing Framework), Mobile Development",Beginner,3 - 6 Months
SwiftUI - The Complete iOS 17 Reference Library of Code,https://www.coursera.org/specializations/packt-swiftui-the-complete-ios-17-reference-library-of-code,Packt,,"Swift Programming, Apple Xcode, Apple iOS, iOS Development, Knowledge of Apple Software, Application Development, Mobile Development, Cross Platform Development, UI Components, Mobile Development Tools, Animations, Data Storage Technologies, Object Oriented Programming (OOP), Programming Principles, Data Storage, Cloud Storage, Application Deployment, Responsive Web Design, Development Environment, Integrated Development Environments",Beginner,3 - 6 Months
Meta Android Developer,https://www.coursera.org/professional-certificates/meta-android-developer,Meta,4.6,"React Native, Android Studio, Restful API, Version Control, UI/UX Research, Usability Testing, Git (Version Control System), Data Structures, Jest (JavaScript Testing Framework), Unix Commands, Android Jetpack, Android Development, Persona (User Experience), GitHub, Interaction Design, Kotlin, User Experience Design, User Interface and User Experience (UI/UX) Design, Mobile Development, Javascript",Beginner,3 - 6 Months
Introduction to Android Mobile Application Development,https://www.coursera.org/learn/introduction-to-android-mobile-application-development,Meta,4.6,"Android Studio, Android Development, Android (Operating System), Mobile Development, Gradle, Application Development, Integrated Development Environments, Development Environment, Virtual Environment, Extensible Markup Language (XML), UI Components",Beginner,1 - 4 Weeks
Android App Development,https://www.coursera.org/specializations/android-app-development,Vanderbilt University,4.5,"Git (Version Control System), JUnit, Android Studio, Android Development, Unit Testing, Maintainability, Software Design Patterns, Test Automation, Object Oriented Programming (OOP), Integration Testing, Test Driven Development (TDD), Mobile Development, Development Testing, Software Testing, Testability, Software Engineering, Secure Coding, Java Programming, Java, Software Design",Beginner,3 - 6 Months
Programming Mobile Applications for Android Handheld Systems: Part 1,https://www.coursera.org/learn/android-programming,"University of Maryland, College Park",4.6,"Android Development, Mobile Development, Android Studio, Android (Operating System), Application Development, UI Components, Java, Development Environment, Authorization (Computing), Application Lifecycle Management, Debugging",Mixed,1 - 3 Months
Meta Android UI Development,https://www.coursera.org/specializations/meta-android-ui-development,Meta,4.6,"Android Studio, Android Jetpack, Kotlin, Android Development, Android (Operating System), Responsive Web Design, Mobile Development, UI Components, Unit Testing, Gradle, User Interface (UI) Design, Application Development, User Interface (UI), Integrated Development Environments, Object Oriented Programming (OOP), Development Environment, Programming Principles, Test Driven Development (TDD), Wireframing, Prototyping",Beginner,3 - 6 Months
Desarrollo de aplicaciones móviles con Android,https://www.coursera.org/specializations/programacion-android,Universidad Nacional Autónoma de México,4.6,"Android Development, Android Studio, Java, Mobile Development, Object Oriented Programming (OOP), Java Programming, Mockups, Mobile Development Tools, Application Development, Software Design Patterns, User Interface (UI) Design, Prototyping, JSON, Application Lifecycle Management, User Interface and User Experience (UI/UX) Design, Geospatial Information and Technology, Program Development, Restful API, Google Cloud Platform, Instagram",Intermediate,3 - 6 Months
Java for Android,https://www.coursera.org/learn/java-for-android,Vanderbilt University,4.5,"Android Studio, Android Development, Object Oriented Programming (OOP), Java Programming, Java, Mobile Development, Data Structures, Integrated Development Environments, Computer Programming, Development Environment, Debugging, Algorithms",Beginner,1 - 3 Months
Advanced App Development in Android,https://www.coursera.org/specializations/advanced-app-android,Imperial College London,4.3,"Virtual Reality, Augmented and Virtual Reality (AR/VR), Computer Graphics, Visualization (Computer Graphics), Virtual Environment, Logo Design, Android Studio, Android Development, Computer Graphic Techniques, Animation and Game Design, Application Development, Graphics Software, Interactive Design, Linear Algebra",Intermediate,3 - 6 Months
Android App Capstone,https://www.coursera.org/learn/android-app-capstone,Meta,4.6,"Git (Version Control System), Android Jetpack, Version Control, Android Development, Android Studio, User Interface and User Experience (UI/UX) Design, Mobile Development, User Interface (UI), UI/UX Strategy, Kotlin, User Flows, Development Environment",Intermediate,1 - 4 Weeks
Advanced Programming in Kotlin,https://www.coursera.org/learn/advanced-programming-in-kotlin,Meta,4.7,"Kotlin, Android Development, Android Studio, Unit Testing, Object Oriented Programming (OOP), Mobile Development, Test Driven Development (TDD), Integration Testing, Functional Design, Software Design Patterns, UI Components",Intermediate,1 - 4 Weeks
Build Your First Android App (Project-Centered Course),https://www.coursera.org/learn/android-app,CentraleSupélec,4.2,"Android Studio, Android Development, Storyboarding, Mobile Development, Application Development, Java, User Interface (UI) Design, Software Design, Interactive Design, Development Environment, Software Installation, User Centered Design",Mixed,1 - 3 Months
Meta React Native,https://www.coursera.org/specializations/meta-react-native,Meta,4.6,"React Native, Jest (JavaScript Testing Framework), Version Control, UI/UX Research, Usability Testing, Unix Commands, Restful API, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, User Experience Design, SQL, User Interface and User Experience (UI/UX) Design, User Interface (UI), User Experience, Mobile Development, React.js, Web Development Tools, Javascript",Beginner,3 - 6 Months
Full Stack Web Development,https://www.coursera.org/learn/fullstack-web-development,Amazon,4.6,"Full-Stack Web Development, Restful API, Front-End Web Development, Web Services, Application Deployment, Web Development, Spring Framework, Amazon Web Services, HTML and CSS, Application Programming Interface (API), Server Side, Web Applications, Back-End Web Development, Spring Boot, Model View Controller, Responsive Web Design, Javascript",Beginner,1 - 4 Weeks
Web Development Fundamentals,https://www.coursera.org/learn/web-development-fundamentals,Microsoft,,"Responsive Web Design, Cascading Style Sheets (CSS), HTML and CSS, Web Applications, Front-End Web Development, Semantic Web, Javascript, Web Content Accessibility Guidelines, Data Storage Technologies, Application Security, User Interface (UI), Data Validation",Beginner,1 - 3 Months
Introduction to Web Development,https://www.coursera.org/learn/web-development,"University of California, Davis",4.7,"Version Control, Hypertext Markup Language (HTML), GitHub, Git (Version Control System), HTML and CSS, Cascading Style Sheets (CSS), Web Design and Development, Web Development, Web Design, Web Content, Front-End Web Development, Web Servers, Image Analysis, Semantic Web, Cloud Hosting, Browser Compatibility",Beginner,1 - 4 Weeks
Web Design for Everybody: Basics of Web Development & Coding,https://www.coursera.org/specializations/web-design,University of Michigan,4.7,"Wireframing, Responsive Web Design, HTML and CSS, Web Content Accessibility Guidelines, Cascading Style Sheets (CSS), Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Bootstrap (Front-End Framework), Javascript, Front-End Web Development, User Interface (UI), Verification And Validation, Web Development, Web Design and Development, Interactive Design, Application Frameworks, Usability, Code Review, Event-Driven Programming",Beginner,3 - 6 Months
"Build a Portfolio Website with HTML, CSS, and JavaScript",https://www.coursera.org/projects/showcase-build-a-portfolio-website-html-css-javascript,Coursera Project Network,4.2,"Cascading Style Sheets (CSS), Hypertext Markup Language (HTML), Web Development, HTML and CSS, Web Design and Development, Javascript, Front-End Web Development, Web Content, Responsive Web Design, Web Design",Intermediate,Less Than 2 Hours
"Introduction to Web Development with HTML, CSS, JavaScript",https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript,IBM,4.6,"Hypertext Markup Language (HTML), HTML and CSS, Web Development, Web Development Tools, Cascading Style Sheets (CSS), Front-End Web Development, Web Design, Javascript, Interactive Design, Web Applications, Full-Stack Web Development, Back-End Web Development",Beginner,1 - 3 Months
Fundamentals of Web Development,https://www.coursera.org/learn/illinois-tech-fundamentals-of-web-development,Illinois Tech,4.6,"Javascript and jQuery, Responsive Web Design, Web Development, Version Control, Web Design, Cascading Style Sheets (CSS), HTML and CSS, GitHub, Web Applications, JavaScript Frameworks, Web Development Tools, Infrastructure Architecture, Browser Compatibility, Application Programming Interface (API), Animations",Beginner,1 - 3 Months
Graphic Design,https://www.coursera.org/specializations/graphic-design,California Institute of the Arts,4.7,"Typography, Design Elements And Principles, Graphic Design, Visual Design, Logo Design, Design Software, Digital Design, Creative Design, Graphic and Visual Design, Color Theory, Adobe InDesign, Photo Editing, Photography, Design, Style Guides, Branding, Peer Review, Art History, Design Strategies, Design Research",Beginner,3 - 6 Months
Adobe Graphic Designer,https://www.coursera.org/professional-certificates/adobe-graphic-designer,Adobe,4.7,"Adobe Illustrator, Adobe Photoshop, Logo Design, Digital Design, Generative AI, Graphic Design, User Interface and User Experience (UI/UX) Design, Visual Design, File Management, Process Design, Design Reviews, Prompt Engineering, Image Analysis, Presentations, Client Services, Content Creation, Artificial Intelligence, Version Control, Branding, Storytelling",Beginner,3 - 6 Months
Fundamentals of Graphic Design,https://www.coursera.org/learn/fundamentals-of-graphic-design,California Institute of the Arts,4.8,"Typography, Design Elements And Principles, Graphic Design, Visual Design, Design Software, Logo Design, Digital Design, Color Theory, Photo Editing, Adobe Creative Cloud, Creativity",Beginner,1 - 3 Months
Graphic Design,https://www.coursera.org/learn/presentation-design,University of Colorado Boulder,4.8,"Graphic Design, Graphic and Visual Design, Graphic and Visual Design Software, Design, Visual Design, Typography, Adobe InDesign, Design Reviews, Adobe Photoshop, Design Elements And Principles, Peer Review, Color Theory, Editing, Creativity",Beginner,1 - 4 Weeks
Graphic Design,https://www.coursera.org/learn/adobe-graphic-design,Adobe,4.6,"Adobe Illustrator, Color Theory, Typography, Graphic and Visual Design, Graphic Design, Graphic and Visual Design Software, Design, Adobe Creative Cloud, Design Elements And Principles, Logo Design, Digital Design, Generative AI, Creativity",Mixed,1 - 4 Weeks
Design Fundamentals with AI,https://www.coursera.org/learn/design-fundamentals-ai,Adobe,4.7,"Typography, Logo Design, Digital Design, Creative Design, Visual Design, Branding, Graphic Design, User Interface and User Experience (UI/UX) Design, Color Theory, Content Creation, Creativity, Generative AI Agents",Beginner,1 - 4 Weeks
Graphic design: pop your Linkedin with 3D effect using Canva,https://www.coursera.org/projects/linkedin-cover-with-canva,Coursera Project Network,4.4,"Canva (Software), LinkedIn, Graphic Design, Graphic and Visual Design, Computer Graphic Techniques, Social Media Content, Professional Networking, Design Elements And Principles",Beginner,Less Than 2 Hours
Build your business brand using Canva,https://www.coursera.org/projects/build-your-business-brand-using-canva,Coursera Project Network,4.3,"Canva (Software), Logo Design, Branding, Brand Strategy, Graphic Design, Target Audience, Social Media Content, Marketing Materials, Social Media, Scheduling, Presentations, Content Creation, Social Media Marketing",Beginner,Less Than 2 Hours
The Language of Design: Form and Meaning,https://www.coursera.org/learn/design-language,California Institute of the Arts,4.6,"Design Reviews, Design, Graphic Design, Design Elements And Principles, Visual Design, Peer Review, Typography, Creative Design",Beginner,1 - 3 Months
Xbox Graphic Designer,https://www.coursera.org/professional-certificates/xbox-graphic-designer,Xbox,4.4,"Color Theory, User Interface and User Experience (UI/UX) Design, Logo Design, Typography, User Interface (UI), Interaction Design, Figma (Design Software), Adobe Illustrator, Design Reviews, Wireframing, Usability, Graphic and Visual Design, Web Content Accessibility Guidelines, Adobe Photoshop, User Experience, Graphic Design, User Centered Design, Photo Editing, Game Design, Generative AI",Beginner,3 - 6 Months
Graphic Design Elements for Non-Designers,https://www.coursera.org/specializations/graphic-design-elements-non-designers,University of Colorado Boulder,4.7,"Logo Design, Color Theory, Design Elements And Principles, Graphic Design, Design, Typography, Color Matching, User Experience Design, Digital Design, Graphic and Visual Design, Graphics Software, Adobe InDesign, Graphic and Visual Design Software, Design Software, Photo Editing, Content Creation, Design Research, Information Architecture, Adobe Photoshop, Web Design and Development",Beginner,3 - 6 Months
"Recruiting, Hiring, and Onboarding Employees",https://www.coursera.org/learn/recruiting-hiring-onboarding-employees,University of Minnesota,4.7,"Workforce Planning, Employee Onboarding, Recruitment, Recruitment Strategies, Talent Acquisition, Job Analysis, Human Resources, Human Resource Strategy, Workforce Management, Employee Engagement, Talent Sourcing, Interviewing Skills",Mixed,1 - 4 Weeks
Generative AI in HR - Impact and Application of Gen AI,https://www.coursera.org/learn/generative-ai-in-hr,Board Infinity,4.3,"HR Tech, People Analytics, Human Resources, Data Ethics, Generative AI, Talent Acquisition, Employee Engagement, Recruitment, Human Resource Strategy, Training Programs, Training and Development, Workforce Planning, Artificial Intelligence, Ethical Standards And Conduct, Information Privacy, Diversity and Inclusion",Beginner,1 - 4 Weeks
Hiring and Onboarding Employees with ClickUp,https://www.coursera.org/projects/hiring-onboarding-employees-with-clickup,Coursera Project Network,4.5,"Applicant Tracking Systems, Time Management, Human Resources Software, Employee Onboarding, Timelines, Organizational Skills, Project Management Software, Scheduling, Productivity Software, Document Management",Intermediate,Less Than 2 Hours
Talent Acquisition,https://www.coursera.org/learn/talent-acquisition,HRCI,4.8,"Talent Acquisition, Recruitment, Full Cycle Recruitment, Job Analysis, Recruitment Strategies, Employee Onboarding, Negotiation, Employee Retention, Talent Sourcing, Talent Management, Human Resources, Interviewing Skills, Forecasting, Labor Law",Beginner,1 - 4 Weeks
The Manager's Toolkit: A Practical Guide to Managing People at Work,https://www.coursera.org/learn/people-management,University of London,4.7,"People Management, Conflict Management, Human Resources Management and Planning, Employee Performance Management, Performance Management, People Development, Performance Appraisal, Leadership, Decision Making, Strategic Decision-Making, Team Motivation, Compensation Management, Recruitment, Interviewing Skills",Mixed,1 - 3 Months
Introduction to Statistics,https://www.coursera.org/learn/stanford-statistics,Stanford University,4.6,"Descriptive Statistics, Statistics, Statistical Methods, Sampling (Statistics), Statistical Analysis, Data Analysis, Statistical Modeling, Statistical Hypothesis Testing, Regression Analysis, Statistical Inference, Probability, Exploratory Data Analysis, Quantitative Research, Data Collection, Probability Distribution",Beginner,1 - 3 Months
Basic Statistics,https://www.coursera.org/learn/basic-statistics,University of Amsterdam,4.6,"Statistical Hypothesis Testing, Statistics, Scientific Methods, R Programming",Beginner,1 - 3 Months
Statistics Foundations,https://www.coursera.org/learn/statistics-for-marketing,Meta,4.7,"Bayesian Statistics, Descriptive Statistics, Statistical Hypothesis Testing, Statistical Inference, Sampling (Statistics), Data Modeling, Statistics, Probability & Statistics, Statistical Analysis, Statistical Methods, Data Analysis Software, Statistical Modeling, Marketing Analytics, Tableau Software, Data Analysis, Spreadsheet Software, Quantitative Research, Analytics, Descriptive Analytics, Time Series Analysis and Forecasting",Beginner,1 - 3 Months
Statistics with Python,https://www.coursera.org/specializations/statistics-with-python,University of Michigan,4.6,"Statistical Hypothesis Testing, Sampling (Statistics), Statistical Modeling, Statistical Methods, Statistical Inference, Statistics, Bayesian Statistics, Data Visualization, Data Literacy, Scientific Visualization, Matplotlib, Probability & Statistics, Seaborn, Data Science, Statistical Analysis, Jupyter, Statistical Programming, Regression Analysis, Data Visualization Software, Python Programming",Beginner,1 - 3 Months
Bayesian Statistics,https://www.coursera.org/specializations/bayesian-statistics,"University of California, Santa Cruz",4.6,"Time Series Analysis and Forecasting, Bayesian Statistics, R Programming, Forecasting, Statistical Inference, Statistical Modeling, Technical Communication, Statistics, Probability, Statistical Machine Learning, Statistical Analysis, Statistical Methods, Markov Model, Data Analysis, Advanced Analytics, Mathematical Modeling, Microsoft Excel, Data Science, Probability Distribution, Probability & Statistics",Intermediate,3 - 6 Months
Statistics and Data Analysis with Excel: Advanced,https://www.coursera.org/learn/mq-statistics-and-data-analysis-with-excel-advanced,Macquarie University,,"Data-Driven Decision-Making, Microsoft Excel, Forecasting, Regression Analysis, Business Analytics, Statistical Analysis, Time Series Analysis and Forecasting, Analytics, Statistical Methods, Advanced Analytics, Data Analysis, Statistics, Data Visualization Software, Probability & Statistics, Statistical Inference, Statistical Modeling, Variance Analysis",Advanced,1 - 3 Months
The Power of Statistics,https://www.coursera.org/learn/the-power-of-statistics,Google,4.8,"Sampling (Statistics), Descriptive Statistics, Statistical Hypothesis Testing, Data Analysis, Probability Distribution, Statistics, Data Science, Statistical Analysis, A/B Testing, Statistical Methods, Probability, Statistical Inference, Statistical Programming, Python Programming, Technical Communication",Advanced,1 - 3 Months
Business Statistics and Analysis,https://www.coursera.org/specializations/business-statistics-analysis,Rice University,4.7,"Statistical Hypothesis Testing, Microsoft Excel, Pivot Tables And Charts, Regression Analysis, Statistics, Descriptive Statistics, Probability & Statistics, Graphing, Spreadsheet Software, Probability Distribution, Business Analytics, Statistical Analysis, Statistical Modeling, Statistical Inference, Excel Formulas, Data Analysis, Data Presentation, Business Analysis, Statistical Methods, Sample Size Determination",Beginner,3 - 6 Months
Advanced Statistics for Data Science,https://www.coursera.org/specializations/advanced-statistics-data-science,Johns Hopkins University,4.4,"Statistical Hypothesis Testing, Sampling (Statistics), Regression Analysis, Bayesian Statistics, Statistical Analysis, Probability & Statistics, Statistical Inference, Statistical Methods, Statistical Modeling, Linear Algebra, Probability, R Programming, Biostatistics, Data Science, Statistics, Probability Distribution, Mathematical Modeling, Data Analysis, Applied Mathematics, Predictive Modeling",Advanced,3 - 6 Months
Probability and Statistics: To p or not to p?,https://www.coursera.org/learn/probability-statistics,University of London,4.6,"Descriptive Statistics, Statistics, Probability & Statistics, Statistical Hypothesis Testing, Data-Driven Decision-Making, Data Analysis, Probability, Risk Modeling, Statistical Inference, Data Visualization Software, Mathematical Modeling",Beginner,1 - 3 Months
Methods and Statistics in Social Sciences,https://www.coursera.org/specializations/social-science,University of Amsterdam,4.6,"Qualitative Research, Scientific Methods, Statistical Analysis, Statistical Hypothesis Testing, Research, Research Design, Sampling (Statistics), Research Reports, Science and Research, Interviewing Skills, Data Analysis, Data Collection, Research Methodologies, Social Sciences, Surveys, Quantitative Research, Statistics, Regression Analysis, Statistical Inference, R Programming",Beginner,3 - 6 Months
Probability & Statistics for Machine Learning & Data Science,https://www.coursera.org/learn/machine-learning-probability-and-statistics,DeepLearning.AI,4.6,"Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Probability, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Data Science, Exploratory Data Analysis, Statistical Visualization",Intermediate,1 - 4 Weeks
Understanding Clinical Research: Behind the Statistics,https://www.coursera.org/learn/clinical-research,University of Cape Town,4.8,"Biostatistics, Statistical Methods, Statistical Hypothesis Testing, Probability & Statistics, Clinical Research, Statistical Analysis, Quantitative Research, Statistics, Descriptive Statistics, Statistical Inference, Data Collection, Probability",Beginner,1 - 3 Months
Data Science: Statistics and Machine Learning,https://www.coursera.org/specializations/data-science-statistics-machine-learning,Johns Hopkins University,4.4,"Shiny (R Package), Rmarkdown, Regression Analysis, Leaflet (Software), Exploratory Data Analysis, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Machine Learning Algorithms, Plotly, Interactive Data Visualization, Probability & Statistics, Data Visualization, Feature Engineering, Statistical Analysis, Statistical Modeling, R Programming, Data Science, Machine Learning, GitHub",Intermediate,3 - 6 Months
Introduction to Networking,https://www.coursera.org/learn/introduction-to-networking-nvidia,NVIDIA,4.6,"OSI Models, TCP/IP, Data Centers, Network Protocols, Network Infrastructure, Local Area Networks, General Networking, Network Architecture, Computer Networking, Network Switches, System Requirements",Beginner,1 - 4 Weeks
The Bits and Bytes of Computer Networking,https://www.coursera.org/learn/computer-networking,Google,4.7,"Computer Networking, Network Troubleshooting, TCP/IP, Network Architecture, Network Protocols, OSI Models, Network Routing, Network Infrastructure, Dynamic Host Configuration Protocol (DHCP), Virtual Private Networks (VPN), Network Security, Wireless Networks, Network Model, Data Integrity",Beginner,1 - 3 Months
Networking Fundamentals,https://www.coursera.org/learn/akamai-networking,"Akamai Technologies, Inc.",4.7,"Routing Protocols, OSI Models, Remote Access Systems, Network Architecture, TCP/IP, General Networking, Network Protocols, Network Troubleshooting, Computer Networking, Networking Hardware, Network Administration, Network Security, Network Infrastructure, Network Model, Virtual Private Networks (VPN), Wireless Networks, Network Routers, Network Routing, Dynamic Host Configuration Protocol (DHCP), Intrusion Detection and Prevention",Beginner,1 - 3 Months
Introduction to Networking and Storage,https://www.coursera.org/learn/introduction-to-networking-and-storage,IBM,4.7,"Network Troubleshooting, Data Storage, Networking Hardware, General Networking, Cloud Storage, OSI Models, Network Protocols, Local Area Networks, Network Architecture, Cloud Services, Computer Networking, Network Administration, System Configuration, Network Infrastructure, TCP/IP, Microsoft Windows, Wireless Networks, Command-Line Interface",Beginner,1 - 3 Months
Computer Networks and Network Security,https://www.coursera.org/learn/network-security-database-vulnerabilities,IBM,4.7,"Networking Hardware, TCP/IP, Network Security, Network Protocols, Endpoint Detection and Response, Network Routing, Cybersecurity, Local Area Networks, Dynamic Host Configuration Protocol (DHCP), Firewall, General Networking, Information Systems Security, Intrusion Detection and Prevention, Endpoint Security, Network Infrastructure, Network Planning And Design, Wireless Networks, Security Information and Event Management (SIEM), Network Analysis, Data Loss Prevention",Intermediate,1 - 3 Months
Basics of Cisco Networking,https://www.coursera.org/learn/basics-of-cisco-networking,LearnQuest,4.6,"Network Monitoring, Network Administration, Network Security, Routing Protocols, Network Troubleshooting, OSI Models, TCP/IP, Computer Networking, Network Switches, General Networking, Command-Line Interface, Network Routing, Networking Hardware, Network Architecture, Local Area Networks, Network Infrastructure, Cybersecurity, Network Protocols, Configuration Management",Beginner,1 - 4 Weeks
QoS for Newer Network Technologies,https://www.coursera.org/learn/qos-for-newer-network-technologies,Cisco Learning and Certifications,,"Network Performance Management, Wireless Networks, Network Infrastructure, Wide Area Networks, Network Planning And Design, Local Area Networks, Network Protocols, Network Routing, Software-Defined Networking, Computer Networking, Network Switches, Telecommunications, Service Level Agreement, Enterprise Architecture, Prioritization",Beginner,1 - 4 Weeks
AWS Networking Basics v01.01.00s,https://www.coursera.org/learn/aws-networking-basics,Amazon Web Services,4.6,"Network Routing, Network Troubleshooting, Network Performance Management, Network Monitoring, General Networking, Amazon Web Services, Network Planning And Design, Network Architecture, Capacity Management, Performance Tuning",Beginner,1 - 4 Weeks
Implementing MPLS Traffic Engineering,https://www.coursera.org/learn/implementing-mpls-traffic-engineering,Cisco Learning and Certifications,,"Multiprotocol Label Switching, Open Shortest Path First (OSPF), Network Performance Management, Network Routing, Network Monitoring, Network Planning And Design, Network Engineering, Network Protocols, Computer Networking, Network Model, Capacity Management, System Configuration",Beginner,1 - 3 Months
Introduction to QoS and QoS Mechanisms,https://www.coursera.org/learn/intro-to-qos-and-qos-mechanisms,Cisco Learning and Certifications,,"Wide Area Networks, Network Administration, Network Troubleshooting, Network Planning And Design, Continuous Monitoring",Beginner,1 - 3 Months
Connect and Protect: Networks and Network Security,https://www.coursera.org/learn/networks-and-network-security,Google,4.8,"Network Security, Hardening, Network Protocols, Cloud Security, Network Architecture, Intrusion Detection and Prevention, TCP/IP, Vulnerability Assessments, Computer Networking, Cybersecurity, Network Infrastructure, Firewall, Cloud Computing, Virtual Private Networks (VPN), Encryption",Beginner,1 - 4 Weeks
Software Defined Networking,https://www.coursera.org/learn/sdn,The University of Chicago,4.5,"Software-Defined Networking, Computer Networking, Virtualization, Network Architecture, General Networking, Network Administration, Network Routing, Network Security, Network Protocols, Hardware Architecture, Scalability",Mixed,1 - 3 Months
Networking 101,https://www.coursera.org/projects/googlecloud-networking-101-rlciy,Google Cloud,4.2,"Network Performance Management, General Networking, Google Cloud Platform, Network Administration, Computer Networking, Network Architecture, Network Infrastructure, Network Security, Network Routing, Network Planning And Design, Firewall, System Configuration, Infrastructure Security, Security Controls, Security Software",Beginner,Less Than 2 Hours
Computer Communications,https://www.coursera.org/specializations/computer-communications,University of Colorado System,4.6,"TCP/IP, Local Area Networks, Routing Protocols, Network Routing, Digital Communications, OSI Models, Network Protocols, Dynamic Host Configuration Protocol (DHCP), Network Planning And Design, Network Security, Network Architecture, Network Performance Management, Computer Networking, Network Infrastructure, Wireless Networks, Telecommunications, Software-Defined Networking, Algorithms, System Programming, Data Integrity",Intermediate,3 - 6 Months
Network Security,https://www.coursera.org/learn/network-security,Cisco Learning and Certifications,4.8,"Network Security, Distributed Denial-Of-Service (DDoS) Attacks, Malware Protection, Network Monitoring, Network Administration, TCP/IP, Network Infrastructure, Infrastructure Security, Intrusion Detection and Prevention, Network Protocols, Load Balancing, Firewall, Authorization (Computing), Web Applications, Security Controls, Authentications",Mixed,1 - 4 Weeks
Akamai Network Engineering,https://www.coursera.org/professional-certificates/akamai-network-engineering,"Akamai Technologies, Inc.",4.7,"SQL, Linux, Endpoint Security, Database Management, Incident Response, Relational Databases, Network Security, Database Systems, Vulnerability Scanning, Computer Security Incident Management, Security Management, Linux Administration, File Systems, Routing Protocols, OSI Models, Database Design, Application Development, Remote Access Systems, Scripting, MySQL",Beginner,3 - 6 Months
